x,y,token
28.554058,-13.794267,hieroglyphics
-33.813717,-38.260788,custody
-8.278135,-51.125652,goods
0.673131,-1.6670387,repast
20.988556,-5.3468137,cream
16.76238,10.819533,sized
12.552699,38.517952,nursed
23.187473,-1.6460639,walrus
21.089867,-37.934727,pulses
-32.30047,11.473799,Hearke
-44.160645,-13.903304,Abide
8.036595,4.058588,heavier
-30.107754,-39.977818,elders
11.46171,-28.472782,soar
-33.417416,-36.326893,Shittim
4.1029053,14.0063715,Natural
-29.413061,-32.82604,succour
-43.713108,-41.035255,Ishbosheth
-16.058792,-11.603625,gladness
3.2989597,-10.945293,Russian
21.35907,3.1805637,minutely
-16.546099,0.9683295,worlds
-29.392912,26.381332,Listen
1.6057163,44.675716,connected
33.20611,-14.7914,sprung
4.043937,46.11207,resources
7.7279425,51.33025,propriety
20.716118,-34.189667,emerging
42.320843,33.896618,Pomfret
2.5246453,56.463074,introduce
-13.455757,36.17395,really
-30.202332,-36.94899,:)
23.9932,-19.559406,idiots
-21.762302,-8.412076,teachers
24.947638,49.68606,Hall
-12.628221,4.116331,excites
15.346753,-34.624947,bloom
-45.171436,-41.56432,Laban
9.860799,52.822456,comparison
21.469336,40.896385,consented
-37.128494,-15.718338,throne
33.032887,11.9637375,feverish
-16.574888,33.382866,come
11.800078,38.7508,attributing
-8.979443,9.746837,tame
24.45433,29.685797,gipsy
23.43289,54.112522,uneasy
42.81233,2.602724,neat
22.903717,-1.04617,buck
-12.1448345,39.77525,hardly
-8.189431,19.021896,Fishermen
-32.30495,-50.96102,suburbs
42.459946,14.642927,Watson
40.552837,21.14598,confidentially
1.8690068,-41.94186,jewel
-38.04558,4.1221337,Newes
-47.5266,-51.336563,Hanan
-53.495525,6.011084,Like
35.586006,-30.233126,beating
-11.358326,37.76095,genteel
-38.665516,-23.225872,words
-6.184859,0.7692331,blended
-18.836567,34.327675,Richard
-6.331453,18.37676,unimportant
-16.229307,-28.808413,famine
-22.660423,33.359177,needn
8.210529,-9.354148,Cabin
-29.105083,11.748734,arrant
-36.110477,3.4772785,bold
-10.961724,48.172752,granted
-0.35464606,-1.5536944,drugg
-8.661982,18.14904,slippers
17.823399,29.324114,frankness
13.08441,36.39629,indulging
15.080801,22.985773,archangel
-8.774885,-6.9178934,fairest
-0.87427723,-42.492535,rubies
-26.263632,-44.8861,built
-10.056829,-37.492893,honey
3.7143605,-39.320107,cutteth
-44.764416,-12.591206,Break
-7.067227,48.243557,encourage
-15.570482,32.413605,luck
13.838112,31.563238,communicative
4.233225,-49.449154,sapphire
27.584877,48.060703,Bragge
-44.238102,-26.00965,written
45.684883,-7.39153,sheath
6.39948,2.7600458,Britain
-16.000187,-27.352158,fall
16.313824,0.50968933,Narwhale
-39.457684,-27.995634,messenger
34.091484,-31.350521,crystal
-1.6317137,47.55035,related
13.091518,36.53047,footing
12.612973,24.797197,giver
23.94328,36.34567,Instead
4.4059453,7.0029097,throb
-38.90865,39.847286,OR
-3.8728015,29.221357,declares
-4.895279,40.060455,matches
-9.0748415,11.084065,Find
-42.373505,10.835497,Passion
42.92606,-5.387666,wiped
-26.333555,12.601659,greeting
-27.0604,-9.341143,abound
0.80333513,45.01702,instance
38.746864,13.902155,their
-50.22474,14.92232,Cawdor
-27.663233,9.399059,Certain
8.894743,34.44593,operation
-13.597047,13.680287,drowning
-24.904312,-17.400684,troubleth
-11.9812355,0.4571575,Godhead
12.843792,29.120258,cherished
-10.379011,47.450912,consent
-33.25058,-7.783811,stiffnecked
13.625463,50.130367,openness
0.048317052,55.4137,extremely
43.88082,17.951437,cleric
28.3859,4.628386,smothered
43.939808,12.220866,cell
-0.05164484,-32.813667,suckling
22.607561,-28.842264,railroad
21.866674,44.155144,been
-34.957043,11.7243395,extasie
16.171005,41.84715,exerted
-25.988707,-14.142289,deceit
-47.69597,30.59646,Exeunt
17.192022,-11.742795,spasm
25.583614,-24.244694,straits
29.363972,3.3779988,waltz
-0.30806053,5.1822677,securely
-7.850531,31.026377,proves
-39.224575,38.105915,BEAR
49.35421,15.3271,Wind
16.042458,-23.866785,freight
52.40591,-12.6810055,leapt
44.02272,-0.5042346,ring
-0.5128551,9.795696,paralysis
13.566756,-29.55047,clear
7.1576414,-0.1856656,Canterbury
22.375475,19.993101,uncommon
25.750174,30.448046,forbade
-29.591125,-45.86403,Chaldeans
-5.7929044,16.153671,Catholics
-41.758312,-29.432127,mocked
-16.429832,-24.038706,rend
14.840164,18.812181,succession
-14.687195,-32.405212,roasted
19.733543,-21.444742,scaffold
27.166422,-10.506251,negroes
-31.97004,34.536335,)--
-29.686106,-41.514214,Zalmunna
24.007818,4.837288,stunning
-40.045013,17.28162,Seruant
-17.396976,-44.006554,stirred
-9.817715,19.497282,pricked
27.611322,21.541576,archery
-27.879019,26.634207,Here
-11.197347,34.27731,whenever
-53.629368,-9.776619,Then
28.390589,25.01574,vacant
8.232448,-11.823106,Brahma
-8.026896,47.14816,amends
-33.240135,-47.710323,Ziph
-42.040646,-49.864002,Delaiah
26.59748,-22.78509,leviathan
-40.234436,-54.805016,Omri
5.2681093,8.217347,visual
16.226524,21.842514,debating
-11.567657,-37.796696,savoury
4.205288,25.586308,cheerless
39.450912,-35.09775,colours
-1.766681,46.829815,happiest
49.51326,-19.342276,gunwale
0.82328594,-11.533204,sorts
4.899715,-4.6554933,Shame
11.751972,42.040653,formerly
-15.549338,48.2364,blame
12.117636,-15.181991,vocal
-48.410126,34.418343,Prima
48.314632,-6.147872,cane
26.121319,-21.469633,vertebrae
-3.2238605,5.747544,construction
33.101704,-0.330268,advances
-46.25863,-51.62791,Harim
-38.538548,38.83154,LITTLE
15.475743,-34.60422,freshness
24.663023,-32.381054,barbed
13.170152,55.994205,solicitude
-31.93126,-14.743168,recompensed
-36.31292,-44.730114,Magog
-2.14945,-18.296776,merchant
-44.836544,32.55417,1st
-49.655117,4.5981994,If
3.0533674,45.20082,article
16.78173,-45.46191,hills
1.1422241,-21.125475,On
34.618355,-35.293545,sky
49.536285,1.3338363,snapped
37.675106,-26.174747,split
-11.729516,-43.12124,minister
39.561253,-33.80087,burnished
10.7623,50.453773,concerns
22.255262,21.099596,intolerable
14.531365,35.041973,competent
21.928537,-7.206069,evenings
-13.080766,-29.179642,gathereth
13.771534,31.005651,prepossession
-47.323967,9.443726,bee
34.101936,-31.392065,bright
-31.031301,12.046637,Commission
-42.098568,-17.986223,waiteth
17.26361,35.386494,replying
-56.65306,-20.448122,9
25.702946,-14.000563,paling
17.143673,1.5743353,preluding
-27.887644,-49.00689,Zidon
-40.6389,15.083985,Murther
-42.089966,-16.119946,timbrel
40.760895,0.41757122,parcel
21.838884,-30.936287,beauteous
-32.96996,12.867369,Creatures
-5.69803,-50.977737,beeves
6.4514728,26.246815,undertook
31.589787,31.452284,listened
-4.0444546,-13.388013,ages
35.461117,-10.023764,press
16.339115,-30.038164,gorge
-30.510708,-28.168848,healed
34.58654,-21.94717,irregular
7.0960174,33.854744,rank
8.87125,30.243221,moderately
-5.7698474,-42.81567,figs
-15.087625,40.119656,blockhead
-49.12317,-44.55116,Elihu
21.461195,1.7472486,Frogs
8.286322,44.38439,industry
48.71682,8.802583,turning
-39.14879,9.422011,Thoughts
26.23842,23.59063,acquaintances
22.727747,-21.413698,African
-29.88908,-15.942504,helper
-38.63818,13.963158,Thanes
14.63337,26.20482,loyalty
48.151985,24.212633,""""
-40.335083,-38.612724,Shilonite
46.010067,-20.549576,aft
-30.328392,-0.918528,Add
34.00191,8.853679,appealing
9.90853,22.399109,dividing
7.0148187,39.424034,trusting
-23.655634,-44.76042,Arabia
-26.299776,8.920581,dares
21.253225,-31.556152,bays
-14.409358,46.78397,endure
-3.6349597,-14.857139,chants
-30.279255,-19.121439,faithful
24.654982,36.58819,suspension
35.099365,-6.795144,husky
-18.14558,-48.974415,temple
29.716026,-30.532743,marching
-28.606815,18.008018,Enough
42.875183,20.418108,choking
-32.541115,-18.593552,iniquities
32.707012,1.1626184,Soon
43.815758,21.193241,Ratcliffe
-10.656552,-40.153706,hire
-12.314917,35.97142,badly
8.238948,49.56936,activity
-14.308612,11.523812,unsafe
28.364737,19.382807,belonged
-37.975597,-9.1567955,fellowservant
4.5938907,49.328766,capable
0.9466481,-31.581802,viper
34.229572,-1.8206047,steadfastly
-6.3080626,-27.191177,nourish
-4.6010404,-7.1978045,ensemble
38.741116,13.898272,they
46.392284,-10.225378,wicker
0.7008798,51.80742,certainty
11.832835,-22.526392,universal
33.358696,-30.673056,rays
12.193981,13.782975,perilous
23.643341,14.525948,assumed
-38.27645,-9.232092,record
-48.165993,8.056787,Would
-16.816397,21.016956,then
-32.074974,-20.013212,wickedly
12.627845,21.320469,mishap
5.7228546,39.99315,offers
-13.512801,-26.442862,ensign
-17.783695,-48.18826,inner
22.348623,21.342827,poetry
-10.306987,41.93516,alter
18.018772,15.619219,inspection
13.8191595,-24.846128,Morn
-19.290031,31.665775,Cousin
-36.387604,-47.284294,Amorite
-16.549822,-36.854527,bearers
-47.395046,-52.63577,begat
17.596687,-2.176888,yarns
-41.15599,-2.942269,sayest
47.95858,-24.556196,rope
22.383812,33.79537,occupied
-18.615467,-23.942358,trodden
-15.104802,5.4211473,dangers
25.382483,52.094616,Mary
45.090187,21.27329,Dr
-16.711985,48.42129,justice
46.00985,21.610794,thoughtfully
9.326896,7.2594705,antiquities
-14.855594,-19.303675,disallowed
39.135353,10.58971,champagne
-40.300198,-31.630331,Paul
10.311735,15.095242,Greenland
14.069127,-38.257504,tangled
4.3003173,-50.471752,plates
-51.00717,-45.707493,Jeremiah
46.0548,-0.13923833,gloves
-22.800127,-50.64515,south
18.535437,-20.827229,settlements
-10.696255,-2.429528,erst
-31.205482,-46.788197,Libnah
-0.11322783,21.817846,stories
19.93681,2.8151906,magnifying
28.298052,-1.6922746,wrap
-16.364374,-18.538958,buyer
20.362238,39.366043,exultation
13.131558,5.404873,poisonous
-39.46485,6.926341,stab
-26.44426,33.82172,isn
7.996259,18.09623,touching
21.625788,7.6727076,surpassed
-23.868969,26.953474,seams
-44.5154,12.830044,tane
1.3242993,47.375732,fashionable
-46.70745,-18.611322,98
-6.0803742,-33.346733,stink
13.905805,30.233929,treating
-13.934014,-19.616985,bride
-14.7725725,-28.323643,fleeth
5.251658,13.324281,Sag
21.534529,39.02462,travelling
6.679617,49.89043,connexion
22.1068,15.324273,awful
15.808773,19.880444,rationality
27.242382,45.24598,Dashwoods
11.926005,10.934708,entire
-28.905228,16.283085,verse
-19.517443,43.631485,betray
17.70757,25.951763,indefatigable
-53.14567,-10.449002,For
12.2494755,5.004915,implements
42.38186,17.363981,_The
-44.037415,-44.325455,Milcah
23.080757,-21.292612,heathenish
-46.27828,10.971842,Feare
-24.702679,-28.231655,sanctified
-33.774197,-46.764412,Arad
-35.65465,-34.180252,saluted
18.09554,48.45852,discourse
49.752754,-15.402493,crawled
2.5913281,42.24312,contentment
-4.5199556,-52.031044,baths
18.654688,12.931174,outlandish
-5.8725038,33.089577,bargain
34.996006,-6.3873444,slower
-46.33777,-44.694874,Caleb
15.14555,-6.5750303,moan
4.1064873,-24.564701,anchors
7.2059946,19.732605,paradox
37.7527,15.426777,were
-40.074585,4.2497473,Sirs
56.086998,1.0006876,again
-32.555107,-39.733273,palace
30.170244,0.84296834,travels
-36.9834,-14.994031,heavenly
-12.6604805,1.6408836,wiles
41.799335,31.262735,Arthur
22.904251,-41.230556,Indiana
52.19036,-11.640164,jumped
-23.093554,20.747808,Jones
20.696907,7.959252,hieroglyphic
15.511057,-28.595434,topmost
-7.632785,42.422302,ascertain
27.840141,53.75679,Hayter
44.219563,-16.424398,oarsman
-15.012634,8.187862,effuse
-43.16712,7.8378406,Souldier
5.176114,20.806746,doubtless
-49.35338,34.653397,Cai
-33.340244,-15.985784,inherit
-28.236145,25.22696,hush
17.12716,-2.0291598,acres
17.290955,30.554274,bewitching
-34.437687,2.8597724,withdraw
3.2276344,36.293045,enjoyments
22.862425,-28.799597,heights
43.452755,5.395711,roared
-25.837507,-49.20086,Sinai
26.968805,42.971123,Exeter
-0.014362506,-11.69231,kinds
5.23979,53.188095,conduct
-28.268282,-44.757336,Jabin
-34.47097,-19.64748,whithersoever
50.141468,5.969826,examining
43.36839,8.957333,drank
37.78099,1.2929407,footpath
47.997196,24.18915,","""
21.356565,-42.538136,Washington
0.6928959,35.278576,inclinations
19.858767,25.536777,actual
-12.701217,46.187473,convey
8.007785,56.615246,distrust
-45.20849,-16.98643,127
22.167847,-17.44852,deepening
44.358128,16.895266,cautiously
34.688854,42.776737,breakfast
-8.762032,-32.464127,creepeth
18.325632,44.456238,presented
-40.331093,11.682194,Law
-3.9169905,-18.160145,Ship
16.677052,15.10328,depression
11.647084,48.096165,guilt
-6.6757164,44.04067,affect
12.302653,-7.7125487,attire
-13.412335,7.6100507,indirections
15.18158,-6.076015,scandal
20.2538,18.059002,nursing
12.096253,1.9198818,Heiligwaldenstein
14.581142,-11.637859,dallying
-21.054508,-5.0645137,shamefully
30.623936,54.010246,Jennings
-23.146967,-10.972582,carnal
19.114355,-12.56798,intolerably
41.40352,-0.8993055,pantry
0.5379811,7.574942,compound
7.213876,-40.849697,breast
-18.278385,-25.448883,gall
13.296734,8.966075,Ground
2.5909824,24.779238,accounted
23.325638,-35.44693,caves
7.2046723,39.15894,concurrence
-24.23677,11.00227,tire
21.227598,-38.532413,pageant
-8.1113615,-59.44809,three
-4.482074,-11.962506,immortal
-43.150894,10.943963,Things
17.01886,35.447575,sensibly
-42.196934,-37.859776,Jonadab
26.483627,-4.871058,milliner
-21.067045,-48.330902,outmost
-2.5555358,60.415867,longer
-26.504986,-2.8435504,defrauded
20.993801,24.811335,acute
-4.556385,-34.387936,melt
2.7431316,-18.567589,throned
-0.7755812,26.399513,theft
-16.999775,23.539654,joking
-50.059513,-36.175285,daughter
-34.885757,-28.583467,counselled
17.130093,-44.96226,rivers
45.551155,-22.844152,lashed
26.627556,-18.670826,cataract
4.3015413,19.897223,portents
45.926094,-22.164507,levelled
-11.083028,4.8894997,transferred
4.344298,42.121803,firmness
18.633984,-12.326068,load
23.30663,47.165916,mentioned
-23.035143,18.782312,Bread
45.91362,-30.728323,sleeves
-0.5705112,45.496426,amount
-27.516956,-48.985157,Seir
-2.951417,36.48097,candid
2.7335641,-9.1784,forgetful
8.536141,46.2287,allowance
-4.513858,22.176723,spell
-14.939528,16.808355,fare
-22.78903,-39.29529,Gozan
16.263618,29.162067,ardent
1.6002821,-23.455847,corpses
-49.4119,10.08807,marke
-49.35077,8.9929495,meete
-2.9126372,44.798275,rate
25.26517,-29.628523,battering
14.412196,25.333345,dissimilar
-40.450607,10.131493,speakes
-7.875809,9.349084,fairer
-1.3940878,38.289825,tasted
-26.226095,32.620804,sha
-56.756725,-20.43056,8
6.378677,3.869247,partners
0.3312558,-28.787268,mounts
7.1790495,50.741753,indifference
-26.804695,27.745462,Yarman
30.897442,25.498192,realised
4.4788857,-21.052166,With
-18.272955,-13.87719,ears
16.403276,7.201137,projects
13.017643,-27.476906,Into
-28.295439,-40.666317,forces
17.326132,41.52411,confessed
-16.643814,-26.233334,snares
-32.15453,-39.224792,Agagite
37.882492,-26.643093,snapping
-15.496543,36.194622,mama
-28.78989,20.0936,Crying
-40.58911,-36.73639,Pharisee
-9.343394,-47.798054,goat
30.0827,-0.6471133,Immediately
4.5844097,47.622246,attraction
10.597273,50.989902,views
36.666134,23.191711,bracelet
-32.321346,-8.881324,suffer
6.3298454,39.07944,hazarded
30.112707,40.93156,fortnight
52.505245,-13.238179,flung
-33.42971,13.185486,Comes
18.964685,1.6792128,garb
48.31733,-23.71379,boat
8.247706,-14.081306,merrily
-18.720375,37.544582,tells
1.5441979,44.66011,considering
29.252554,-22.028433,mostly
46.895187,24.603226,",""--"
4.331875,-8.679019,toils
-20.701115,-27.750452,overthrown
-1.1432612,-27.402918,crop
21.30097,-42.7423,Island
30.671259,54.755096,Weston
31.245712,-13.799892,tragic
17.803782,-8.632314,sinks
-15.977826,-6.445341,another
15.681663,26.895313,rapture
-17.225792,-6.8597937,both
-25.2109,25.35541,eel
-45.715115,10.474948,madnesse
-21.631601,0.2632685,appease
-2.4856179,42.25408,opportunities
-34.390877,-57.84858,second
4.8739414,4.4514713,miseries
-4.9009585,59.630596,hinted
47.01371,8.404767,stable
26.83415,50.85081,niece
27.908085,33.822296,approached
-38.50824,-5.5831184,puttest
-39.14084,-4.3184834,knewest
-36.897346,-11.226949,commandments
-14.722609,16.024666,hop
-25.694601,-12.089313,abominable
33.82999,-22.585028,gas
20.364254,-22.67692,layers
-46.63018,-38.103184,Bartholomew
-4.172419,9.942058,execution
25.21449,-32.13681,ceaseless
4.3578386,-1.4635116,Eternity
-17.687695,30.228846,Mabel
-39.231472,36.701958,OUT
-28.393276,21.57534,Bulkington
-26.205276,-43.334675,Sidon
4.377683,13.637807,Cuvier
28.85082,-8.870372,clipped
-0.7590208,33.724777,henceforward
-40.847767,34.61398,SONG
30.534828,-7.2017813,racing
-2.263321,-17.585081,laps
-26.293901,28.880087,dam
28.630753,38.368504,during
-43.9534,-48.105103,Aram
14.911446,55.04634,persuasion
44.380615,22.299852,solemnly
51.811634,-18.295444,straight
23.724072,18.496765,unlike
-30.488863,29.059885,Oh
-42.04104,8.844544,Children
26.418032,-14.673211,woodland
-16.365086,17.703712,eggs
12.360059,46.776897,secrecy
-44.774025,-51.033035,Hodijah
53.210983,11.439677,fish
-18.333605,-7.4610167,forgiving
-47.717285,4.4982777,Time
20.883013,-9.3249445,dirt
-19.005589,12.512513,criminals
-36.157993,-29.177172,contended
-38.597298,5.330018,Could
-11.363026,14.007027,sums
-16.831596,8.878268,smallness
1.2556946,-5.493103,Whereon
-10.694598,3.0534105,Moved
17.0581,-17.13376,Sat
-12.644314,-40.19312,abundance
-36.839382,14.148957,ope
11.8176565,47.861977,check
1.1316996,42.611885,doubtful
52.278694,1.2253541,eyeing
39.8352,27.522423,asked
-39.915092,-44.50906,Elizur
-44.90324,-41.345104,Rebekah
23.657755,13.469013,actress
28.438389,-34.827206,rocks
-2.7925324,35.69044,wholesome
-31.920261,-9.626834,abhor
14.574836,-37.85476,pear
-1.8142213,13.683638,Tranquo
-9.700489,19.57353,panted
-11.761388,-4.149949,executing
-17.88638,-1.9177585,illustrate
-15.558546,42.615917,prefer
-29.264996,25.226402,la
44.548344,-11.375991,rigid
12.468624,-18.458958,harpers
6.0813074,51.239246,temper
1.1805344,38.06335,owner
50.611713,7.397238,dressing
14.440117,-26.742285,Abyss
1.381178,47.26432,intelligent
27.280901,8.743318,cooled
-16.541428,2.9729385,wealth
28.04222,2.4243715,shutting
7.795302,55.38341,hopes
-21.848444,-42.062645,passages
-30.316307,-30.129055,Meribah
0.21097168,-32.882233,foal
-40.711113,-2.242833,callest
-22.723778,-38.53145,fugitives
-12.103593,-26.830301,precept
29.593458,-37.032536,flaming
-45.81249,-49.575256,Izhar
6.824642,45.598225,respectability
6.6790066,-11.284605,Whaling
2.056309,28.379513,carefulness
19.800283,0.79697937,birch
22.054623,-16.671125,disastrous
1.8306466,-7.9379115,ridges
-29.14675,-49.464226,Samaria
23.281693,-1.7459462,sailor
-35.996174,35.712597,THERE
-47.951855,12.492805,Heauens
13.246644,-16.470278,scarce
22.44091,-4.9390054,apples
-19.069292,-38.260525,courses
35.422493,-12.249599,quivering
19.389433,-22.903446,vaults
-42.63499,-49.81106,Pelatiah
11.001389,35.864742,maternal
-28.292437,-7.8540797,beloved
9.795838,26.22475,enlivened
-10.191071,-2.255124,Infinite
2.839013,39.96735,either
-22.50456,31.217262,true
50.67683,29.390789,hen
-44.914604,4.4303226,Might
-12.180262,23.658247,mandarin
-9.98943,40.689617,damage
51.223328,16.306494,Squirrel
5.850862,-2.6395712,cent
-44.52012,-51.94036,Duke
-24.829718,3.5056431,lifetime
-21.872026,-14.960839,dispensation
-39.61597,-50.27169,names
-42.631668,-43.964844,Jezreelitess
3.1076076,59.359257,rid
-27.267025,23.32412,Humph
15.232533,-17.771822,fills
37.047745,-13.250162,sticks
-10.174486,6.5721073,languishing
-44.390385,-32.78988,saying
33.287292,-33.24764,air
45.144955,21.292456,Bull
-42.22414,-42.590282,Geshur
38.065166,-1.6752104,sauntering
18.14269,-30.016127,carol
-22.2378,-44.95647,standard
10.556122,-4.749574,tramping
6.9086947,55.32574,duty
14.662414,22.369905,lamentable
1.809492,-37.52029,dove
16.732845,42.659977,parted
46.268097,-31.276121,scarf
-6.671498,-31.800505,cankerworm
-20.867708,32.5763,SOMETHING
-14.003395,31.432878,smarter
27.610777,10.65839,travelled
6.39407,4.5243354,uncles
-12.658975,20.830612,hereabouts
26.9994,-22.369411,commerce
28.993216,6.5460057,scrap
20.197292,30.280897,distinguishing
-22.50154,45.18296,everybody
8.454901,-37.192253,dried
16.499353,-8.926194,traitors
8.500458,47.770718,alteration
-31.404,28.061878,Nay
-30.599222,11.22443,graue
-24.13801,7.3979435,sup
-37.858055,-3.8457673,disquieted
-25.705711,-15.704485,increaseth
-53.499557,12.556361,Antony
49.21137,-0.23787962,clumsy
-0.79000086,-12.669652,scorning
-2.3691545,-45.808002,weighed
-33.83198,-10.463511,heal
14.369689,53.044376,evident
15.976814,48.35586,prevented
-41.87722,-33.79666,Martha
-18.788656,-36.975826,purifying
50.711506,3.9570608,out
-42.372623,-24.027132,124
-41.748436,-29.417793,rebuked
-8.041121,51.119053,judged
42.416157,-28.133736,erect
25.665289,37.032166,Laconia
-31.472513,13.610246,Gentleman
16.204329,29.012197,indication
-35.47182,-34.01965,followed
5.753695,22.109056,confuse
-19.838621,40.03502,bitterly
25.339474,-30.723812,massy
-32.253414,10.4981165,counterfeit
-29.98982,-21.12542,hated
22.219233,-34.00381,crowds
-17.552465,26.389668,logic
34.048965,35.97274,instantly
0.7666262,-46.70295,broidered
51.99759,-10.955603,pulled
12.221562,49.836227,frequent
-1.721742,9.75241,pricking
26.616314,-39.29211,sands
36.9123,-2.61787,wavering
-46.35241,11.6236105,Euen
45.649635,-15.385414,emerged
39.134445,31.47854,Sweepstakes
-24.570595,-48.3016,Zin
23.900509,-40.798195,farms
8.246489,38.055443,interests
27.1542,43.900753,Magna
-23.844078,26.814623,dents
11.07181,28.69504,conversations
8.260805,29.519402,limited
12.5632715,7.6118693,retiring
37.936497,-3.235381,rowing
3.5986936,31.99141,inasmuch
37.16879,-11.677568,stray
-19.237766,31.6552,Aunt
19.336384,-25.31789,sentinels
-40.00293,-55.978447,stead
-44.77678,-55.826706,Arphaxad
-45.18053,-13.117729,Flee
-23.9577,29.952282,WE
24.547056,-5.9573946,gallon
7.724311,54.182957,marriage
-34.576626,-15.366257,holiness
4.2265053,38.38335,composition
0.12595724,-36.658813,herd
7.5208864,30.096048,Hayters
22.038864,6.485971,Frenchman
28.224205,13.996503,bigger
28.0822,44.70933,Lyme
-17.33638,27.507011,chaps
-33.65451,-35.187588,Cilicia
8.761073,13.39525,embark
43.592506,-20.892746,irons
7.775182,-6.005541,knots
52.59495,5.5793157,shut
39.683468,24.482668,gardener
44.988525,3.76375,on
39.997463,-3.8619292,closed
16.153425,25.2881,retort
-32.470203,-2.0095353,offspring
-5.8113203,-7.506453,Joys
13.136743,-18.121675,uproar
15.920358,42.770542,resolutely
41.197105,-13.197528,smoked
36.306656,1.819241,locking
-8.705583,-32.56416,creeping
11.012277,56.08772,event
-44.676006,-49.603058,Zaccur
46.213497,-3.3187904,inside
5.675735,11.808713,natives
-46.60346,16.192955,Day
-17.99855,16.46596,responded
-12.002082,-35.785976,store
6.868969,-13.794502,Fourth
3.4152086,14.992662,imitate
-17.837667,21.070114,catches
10.5387945,44.09855,judicious
-11.124985,0.05217198,divinely
44.460304,-8.170804,arms
23.239998,-34.202915,groups
-12.751824,-3.1104436,wantonness
-34.409634,-2.8127816,borrow
8.354791,-9.855473,batter
-47.17342,11.580061,liues
19.32247,33.370014,lamenting
36.176266,-36.941307,surface
14.370849,-30.840462,ripening
27.925903,27.71901,spirited
-35.444447,12.057164,saue
36.059414,-25.607615,devilish
9.2964945,-50.92685,walls
38.2802,-21.811893,swayed
3.749967,-37.23422,rod
24.598036,22.97118,crisis
-24.346561,-20.163631,sitteth
-37.012547,-33.48704,Bethsaida
-54.04349,11.4565935,downe
-12.71011,3.9820402,abject
15.499108,51.412823,voluntarily
-46.188637,-3.8219926,mock
22.827477,-32.35786,fringed
50.08091,1.1990688,seized
12.505173,6.0295663,formation
-7.729124,2.2860456,Appetite
11.988497,37.285934,eloquence
-49.946712,-8.4757185,Where
-44.882435,-46.072155,Ammihud
-7.5753913,8.266478,abstinence
-33.176197,11.792596,Dane
-18.468388,-5.1069694,patriarch
14.80189,-22.089502,moaning
